Chemical Information										Mixture Information				exact mass		theoretical m/z			measured m/z			Ion mobilty			Chromatography				NAPS RT Pre																					NAPS RT Post																			
ChEBI name	ChEBI	KEGG	HMDB	LipidMaps	SMILES	InChI	InChIKey	formula		Chemical Exposome	Mixture	Mix Name		M		[M+H]+	[M+Na]+		[M+H]+	[M+Na]+		CCS [M+H]+	CCS [M+Na]+		RT (apex)	RT (minim)	RT (maxim)		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20
cholesteryl linoleate	CHEBI:41509	C15441	HMDB0000610	LMST01020008	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)[C@H](C)CCCC(C)C	InChI=1S/C45H76O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-25-43(46)47-38-30-32-44(5)37(34-38)26-27-39-41-29-28-40(36(4)24-22-23-35(2)3)45(41,6)33-31-42(39)44/h11-12,14-15,26,35-36,38-42H,7-10,13,16-25,27-34H2,1-6H3/b12-11-,15-14-/t36-,38+,39+,40-,41+,42+,44+,45-/m1/s1	NAACPBBQTFFYQB-LJAITQKLSA-N	C45H76O2		Human Endosome	3.1	Human Endosome_3.1		648.5845317		649.5918077	671.5737517		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
1,2-di-O-myristoyl-sn-glycero-3-phosphocholine	CHEBI:45240		HMDB0007866	LMGP01010477	[H][C@@](COC(=O)CCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	InChI=1S/C36H72NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h34H,6-33H2,1-5H3/t34-/m1/s1	CITHEXJVPOWHKC-UUWRZZSWSA-N	C36H72NO8P		Human Endosome	3.1	Human Endosome_3.1		677.4995549		678.5068309	700.4887749		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
CE(20:0)	CHEBI:88763	C02530	HMDB0006740		CCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C	InChI=1S/C47H84O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-27-45(48)49-40-32-34-46(5)39(36-40)28-29-41-43-31-30-42(38(4)26-24-25-37(2)3)47(43,6)35-33-44(41)46/h28,37-38,40-44H,7-27,29-36H2,1-6H3/t38-,40+,41?,42?,43?,44?,46+,47-/m1/s1	SUOVMGLZSOAHJY-YEYBIBAWSA-N	C47H84O2		Human Endosome	3.1	Human Endosome_3.1		680.6471319		681.6544079	703.6363519		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine	CHEBI:73127		HMDB0008923	LMGP02010037	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC	InChI=1S/C37H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35H,3-34,38H2,1-2H3,(H,41,42)/t35-/m1/s1	SLKDGVPOSSLUAI-PGUFJCEWSA-N	C37H74NO8P		Human Endosome	3.1	Human Endosome_3.1		691.515205		692.522481	714.504425		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
trimyristin	CHEBI:77391		HMDB0042061	LMGL03012616	[H]C(COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	InChI=1S/C45H86O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-43(46)49-40-42(51-45(48)39-36-33-30-27-24-21-18-15-12-9-6-3)41-50-44(47)38-35-32-29-26-23-20-17-14-11-8-5-2/h42H,4-41H2,1-3H3	DUXYWXYOBMKGIN-UHFFFAOYSA-N	C45H86O6		Human Endosome	3.1	Human Endosome_3.1		722.6424405		723.6497165	745.6316605		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
L-thyroxine	CHEBI:18332	C01829	HMDB0001918	LMFA01060006	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O	InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1	XUIIKFGFIJCVMT-LBPRGKRZSA-N	C15H11I4NO4		Human Endosome	3.1	Human Endosome_3.1		776.6866998		777.6939758	799.6759198		777.6949	799.667					5.317	5.267	5.437		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
coenzyme Q10	CHEBI:46245	C11378	HMDB0001072	LMPR02010001	COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O	InChI=1S/C59H90O4/c1-44(2)24-15-25-45(3)26-16-27-46(4)28-17-29-47(5)30-18-31-48(6)32-19-33-49(7)34-20-35-50(8)36-21-37-51(9)38-22-39-52(10)40-23-41-53(11)42-43-55-54(12)56(60)58(62-13)59(63-14)57(55)61/h24,26,28,30,32,34,36,38,40,42H,15-23,25,27,29,31,33,35,37,39,41,43H2,1-14H3/b45-26+,46-28+,47-30+,48-32+,49-34+,50-36+,51-38+,52-40+,53-42+	ACTIUHUUMQJHFO-UPTCCGCDSA-N	C59H90O4		Human Endosome	3.1	Human Endosome_3.1		862.6839114		863.6911874	885.6731314		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
hexanal	CHEBI:88528		HMDB0005994	LMFA01010006	C(CCC)CC([H])=O	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	JARKCYVAAOWBJS-UHFFFAOYSA-N	C6H12O		Human Endosome	3.2	Human Endosome_3.2		100.088815		101.096091	123.078035		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
gamma-terpinene	CHEBI:10577	C09900	HMDB0005806		CC(C)C1=CCC(C)=CC1	InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3	YKFLAYDHMOASIY-UHFFFAOYSA-N	C10H16		Human Endosome	3.2	Human Endosome_3.2		136.1252005		137.1324765	159.1144205		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
2-phenylbutyric acid	CHEBI:86545		HMDB0000329		CCC(C(O)=O)C1=CC=CC=C1	InChI=1S/C10H12O2/c1-2-9(10(11)12)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H,11,12)	OFJWFSNDPCAWDK-UHFFFAOYSA-N	C10H12O2		Human Endosome	3.2	Human Endosome_3.2		164.0837296		165.0910056	187.0729496		165.091	187.0736					5.336	5.278	5.425		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
hexadecanoic acid	CHEBI:15756	C00249	HMDB0000220	LMFA01010001	CCCCCCCCCCCCCCCC(O)=O	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	IPCSVZSSVZVIGE-UHFFFAOYSA-N	C16H32O2		Human Endosome	3.2	Human Endosome_3.2		256.2402303		257.2475063	279.2294503		Not detected						8.159	8.139	8.229		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
estrone	CHEBI:17263	C00468	HMDB0000145		[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1	DNXHEGUUPJUMQT-CBZIJGRNSA-N	C18H22O2		Human Endosome	3.2	Human Endosome_3.2		270.1619799		271.1692559	293.1511999		271.1692	293.1513					6.184	6.145	6.264		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
all-trans-retinal	CHEBI:17898	C00376	HMDB0001358	LMPR01090002	C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O	InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+	NCYCYZXNIZJOKI-OVSJKPMPSA-N	C20H28O		Human Endosome	3.2	Human Endosome_3.2		284.2140155		285.2212915	307.2032355		285.2217	307.2051					9.446	9.377	9.615		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
hexadecanedioic acid	CHEBI:73722	C19615	HMDB0000672	LMFA01010001	OC(=O)CCCCCCCCCCCCCCC(O)=O	InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)	QQHJDPROMQRDLA-UHFFFAOYSA-N	C16H30O4		Human Endosome	3.2	Human Endosome_3.2		286.2144094		287.2216854	309.2036294		287.2217	309.2034					7.072	7.033	7.181		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
pregnenolone	CHEBI:16581	C01953	HMDB0000253		[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C	InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19,23H,5-12H2,1-3H3/t15-,16-,17+,18-,19-,20-,21+/m0/s1	ORNBQBCIOKFOEO-QGVNFLHTSA-N	C21H32O2		Human Endosome	3.2	Human Endosome_3.2		316.2402303		317.2475063	339.2294503		317.2477	339.231					7.211	7.151	7.341		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
Leucomalachite green	CHEBI:181416				CN(C)C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C	InChI=1S/C23H26N2/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17,23H,1-4H3	WZKXBGJNNCGHIC-UHFFFAOYSA-N	C23H26N2		Human Endosome	3.2	Human Endosome_3.2		330.2095988		331.2168748	353.1988188		331.2174	353.1978					5.516	5.448	5.705		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
1-stearoyl-sn-glycerol	CHEBI:75550		HMDB0011131		[H][C@](O)(CO)COC(=O)CCCCCCCCCCCCCCCCC	InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3/t20-/m0/s1	VBICKXHEKHSIBG-FQEVSTJZSA-N	C21H42O4		Human Endosome	3.2	Human Endosome_3.2		358.3083098		359.3155858	381.2975298		359.3157	381.2973					9.805	9.765	9.914		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
cholest-4-en-3-one	CHEBI:16175	C00599	HMDB0000921	LMST01010015	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h17-19,22-25H,6-16H2,1-5H3/t19-,22+,23-,24+,25+,26+,27-/m1/s1	NYOXRYYXRWJDKP-GYKMGIIDSA-N	C27H44O		Human Endosome	3.2	Human Endosome_3.2		384.339216		385.346492	407.328436		385.3464	407.3282					11.43	11.361	11.599		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
hyodeoxycholic acid	CHEBI:52023	C15517	HMDB0000733		[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@H](O)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O	InChI=1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17-,18+,19+,20+,21+,23-,24-/m1/s1	DGABKXLVXPYZII-SIBKNCMHSA-N	C24H40O4		Human Endosome	3.2	Human Endosome_3.2		392.2926598		393.2999358	415.2818798		393.2949	415.2821					6.194	6.165	6.242		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
cholic acid	CHEBI:16359	C00695	HMDB0000619	LMST04010001	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	BHQCQFFYRZLCQQ-OELDTZBJSA-N	C24H40O5		Human Endosome	3.2	Human Endosome_3.2		408.2875744		409.2948504	431.2767944		Not detected						6.014	5.965	6.064		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
squalene	CHEBI:15440	C00751	HMDB0000256	LMFA01010018	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+	YYGNTYWPHWGJRM-AAJYLUCBSA-N	C30H50		Human Endosome	3.2	Human Endosome_3.2		410.3912516		411.3985276	433.3804716		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
tauroursodeoxycholic acid	CHEBI:80774	C16868	HMDB0000874		C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3([C@H](C[C@@]2(C[C@@H](C1)O)[H])O)[H])(CC[C@]4([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[H])C)[H])C	InChI=1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20+,21+,22+,24+,25+,26-/m1/s1	BHTRKEVKTKCXOH-LBSADWJPSA-N	C26H45NO6S		Human Endosome	3.2	Human Endosome_3.2		499.2967592		500.3040352	522.2859792		500.3001	522.288					5.097	5.037	5.226		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
taurocholic acid	CHEBI:28865	C05122	HMDB0000036	LMST05040013	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O	InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1	WBWWGRHZICKQGZ-HZAMXZRMSA-N	C26H45NO7S		Human Endosome	3.2	Human Endosome_3.2		515.2916738		516.2989498	538.2808938		516.2989	538.278					5.097	5.038	5.284		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
cholesteryl palmitate	CHEBI:3663	C11251	HMDB0000885	LMST01020005	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCCCC)[C@H](C)CCCC(C)C	InChI=1S/C43H76O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-23-41(44)45-36-28-30-42(5)35(32-36)24-25-37-39-27-26-38(34(4)22-20-21-33(2)3)43(39,6)31-29-40(37)42/h24,33-34,36-40H,7-23,25-32H2,1-6H3/t34-,36+,37+,38-,39+,40+,42+,43-/m1/s1	BBJQPKLGPMQWBU-JADYGXMDSA-N	C43H76O2		Human Endosome	3.2	Human Endosome_3.2		624.5845317		625.5918077	647.5737517		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
cholesteryl oleate	CHEBI:46898	C14641	HMDB0000918	LMST01020003	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCC\C=C/CCCCCCCC)[C@H](C)CCCC(C)C	InChI=1S/C45H78O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-25-43(46)47-38-30-32-44(5)37(34-38)26-27-39-41-29-28-40(36(4)24-22-23-35(2)3)45(41,6)33-31-42(39)44/h14-15,26,35-36,38-42H,7-13,16-25,27-34H2,1-6H3/b15-14-/t36-,38+,39+,40-,41+,42+,44+,45-/m1/s1	RJECHNNFRHZQKU-RMUVNZEASA-N	C45H78O2		Human Endosome	3.2	Human Endosome_3.2		650.6001817		651.6074577	673.5894017		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
1,2-dioleoyl-sn-glycero-3-phosphocholine	CHEBI:74669		HMDB0000593	LMGP01010890	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h20-23,42H,6-19,24-41H2,1-5H3/b22-20-,23-21-/t42-/m1/s1	SNKAWJBJQDLSFF-NVKMUCNASA-N	C44H84NO8P		Human Endosome	3.2	Human Endosome_3.2		785.5934553		786.6007313	808.5826753		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
Glycerol Trieicosanoate			HMDB0005414		[H]C(COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	InChI=1S/C63H122O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h60H,4-59H2,1-3H3	KCVWRCXEUJUXIG-UHFFFAOYSA-N	C63H122O6		Human Endosome	3.2	Human Endosome_3.2		974.9241416		975.9314176	997.9133616		Not detected										0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
2-hydroxyoctanoic acid	CHEBI:86543		HMDB0000711		CCCCCCC(O)C(O)=O	InChI=1S/C8H16O3/c1-2-3-4-5-6-7(9)8(10)11/h7,9H,2-6H2,1H3,(H,10,11)	JKRDADVRIYVCCY-UHFFFAOYSA-N	C8H16O3		Human Endosome	3.3	Human Endosome_3.3		160.1099444		161.1172204	183.0991644		161.1167	184.1018					4.856	4.816	4.936		0.448	0.478	0.557	0.867	2.093	3.410	4.128	4.707	5.195	5.654	6.083	6.492	6.891	7.290	7.679	8.058	8.437	8.796	9.145	9.475		0.453	0.473	0.563	0.872	2.089	3.415	4.133	4.702	5.201	5.649	6.078	6.487	6.896	7.285	7.674	8.063	8.442	8.801	9.151	9.480
